Target Geo Id 2010,Target Geo Id2 2010,Geographical Area,MSA,Population 2010,Housing units 2010,Area in square miles - Total area 2010,Area in square miles - Water area 2010,Area in square miles - Land area 2010,Density per square mile of land area - Population 2010,Density per square mile of land area - Housing units 2010
310M100US43620,43620,"United States - In metropolitan statistical area - Sioux Falls, SD MSA","Sioux Falls, SD MSA",228261,95862,2586.17,10.49,2575.69,88.6,37.2
310M100US43780,43780,"United States - In metropolitan statistical area - South Bend-Mishawaka, IN-MI MSA","South Bend-Mishawaka, IN-MI MSA",319224,140736,969.7,21.79,947.91,336.8,148.5
310M100US43900,43900,"United States - In metropolitan statistical area - Spartanburg, SC MSA","Spartanburg, SC MSA",284307,122628,819.24,11.32,807.93,351.9,151.8
310M100US44060,44060,"United States - In metropolitan statistical area - Spokane, WA MSA","Spokane, WA MSA",471221,201434,1780.7,16.91,1763.79,267.2,114.2
310M100US44100,44100,"United States - In metropolitan statistical area - Springfield, IL MSA","Springfield, IL MSA",210170,95555,1192.48,9.74,1182.74,177.7,80.8
310M100US44140,44140,"United States - In metropolitan statistical area - Springfield, MA MSA","Springfield, MA MSA",692942,288536,1904.04,60.32,1843.72,375.8,156.5
310M100US44180,44180,"United States - In metropolitan statistical area - Springfield, MO MSA","Springfield, MO MSA",436712,192346,3020.71,13.91,3006.8,145.2,64
310M100US44220,44220,"United States - In metropolitan statistical area - Springfield, OH MSA","Springfield, OH MSA",138333,61419,402.53,5.05,397.47,348,154.5
310M100US44300,44300,"United States - In metropolitan statistical area - State College, PA MSA","State College, PA MSA",153990,63297,1112.96,3.04,1109.92,138.7,57
310M100US44600,44600,"United States - In metropolitan statistical area - Steubenville-Weirton, OH-WV MSA","Steubenville-Weirton, OH-WV MSA",124454,58334,591.49,11.35,580.14,214.5,100.6
310M100US44700,44700,"United States - In metropolitan statistical area - Stockton, CA MSA","Stockton, CA MSA",685306,233755,1426.5,35.18,1391.32,492.6,168
310M100US44940,44940,"United States - In metropolitan statistical area - Sumter, SC MSA","Sumter, SC MSA",107456,46011,682.08,17.02,665.07,161.6,69.2
310M100US45060,45060,"United States - In metropolitan statistical area - Syracuse, NY MSA","Syracuse, NY MSA",662577,287712,2778.98,394.1,2384.88,277.8,120.6
310M100US45220,45220,"United States - In metropolitan statistical area - Tallahassee, FL MSA","Tallahassee, FL MSA",367413,163078,2602.58,214.88,2387.7,153.9,68.3
310M100US45300,45300,"United States - In metropolitan statistical area - Tampa-St. Petersburg-Clearwater, FL MSA","Tampa-St. Petersburg-Clearwater, FL MSA",2783243,1353158,3331.37,817.93,2513.44,1107.3,538.4
310M100US45460,45460,"United States - In metropolitan statistical area - Terre Haute, IN MSA","Terre Haute, IN MSA",172425,74136,1484.82,19.94,1464.87,117.7,50.6
310M100US45500,45500,"United States - In metropolitan statistical area - Texarkana, TX-Texarkana, AR MSA","Texarkana, TX-Texarkana, AR MSA",136027,57774,1560.62,50.03,1510.58,90,38.2
310M100US45780,45780,"United States - In metropolitan statistical area - Toledo, OH MSA","Toledo, OH MSA",651429,301322,2208.66,590.24,1618.42,402.5,186.2
310M100US45820,45820,"United States - In metropolitan statistical area - Topeka, KS MSA","Topeka, KS MSA",233870,103809,3289.89,57.26,3232.63,72.3,32.1
310M100US45940,45940,"United States - In metropolitan statistical area - Trenton-Ewing, NJ MSA","Trenton-Ewing, NJ MSA",366513,143169,228.89,4.33,224.56,1632.2,637.6
310M100US46060,46060,"United States - In metropolitan statistical area - Tucson, AZ MSA","Tucson, AZ MSA",980263,440909,9189.1,2.06,9187.04,106.7,48
310M100US46140,46140,"United States - In metropolitan statistical area - Tulsa, OK MSA","Tulsa, OK MSA",937478,409820,6460.09,190.85,6269.24,149.5,65.4
310M100US46220,46220,"United States - In metropolitan statistical area - Tuscaloosa, AL MSA","Tuscaloosa, AL MSA",219461,97534,2667.69,54.89,2612.81,84,37.3
310M100US46340,46340,"United States - In metropolitan statistical area - Tyler, TX MSA","Tyler, TX MSA",209714,87309,949.72,28.27,921.45,227.6,94.8
310M100US46540,46540,"United States - In metropolitan statistical area - Utica-Rome, NY MSA","Utica-Rome, NY MSA",299397,137561,2715.61,91.71,2623.9,114.1,52.4
310M100US46660,46660,"United States - In metropolitan statistical area - Valdosta, GA MSA","Valdosta, GA MSA",139588,57434,1628.88,39.62,1589.27,87.8,36.1
310M100US46700,46700,"United States - In metropolitan statistical area - Vallejo-Fairfield, CA MSA","Vallejo-Fairfield, CA MSA",413344,152698,906.19,84.43,821.76,503,185.8
310M100US47020,47020,"United States - In metropolitan statistical area - Victoria, TX MSA","Victoria, TX MSA",115384,50537,2780.88,539.88,2241,51.5,22.6
310M100US47220,47220,"United States - In metropolitan statistical area - Vineland-Millville-Bridgeton, NJ MSA","Vineland-Millville-Bridgeton, NJ MSA",156898,55834,677.62,193.92,483.7,324.4,115.4
310M100US47260,47260,"United States - In metropolitan statistical area - Virginia Beach-Norfolk-Newport News, VA-NC MSA","Virginia Beach-Norfolk-Newport News, VA-NC MSA",1671683,686297,3897.63,1268.04,2629.59,635.7,261
310M100US47300,47300,"United States - In metropolitan statistical area - Visalia-Porterville, CA MSA","Visalia-Porterville, CA MSA",442179,141696,4838.65,14.44,4824.21,91.7,29.4
310M100US47380,47380,"United States - In metropolitan statistical area - Waco, TX MSA","Waco, TX MSA",234906,95124,1060.23,23.13,1037.1,226.5,91.7
310M100US47580,47580,"United States - In metropolitan statistical area - Warner Robins, GA MSA","Warner Robins, GA MSA",139900,58325,379.92,4.38,375.54,372.5,155.3
310M100US47900,47900,"United States - In metropolitan statistical area - Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",5582170,2213752,6030.38,432.06,5598.32,997.1,395.4
310M100US47940,47940,"United States - In metropolitan statistical area - Waterloo-Cedar Falls, IA MSA","Waterloo-Cedar Falls, IA MSA",167819,71332,1513.98,10.88,1503.1,111.6,47.5
310M100US48140,48140,"United States - In metropolitan statistical area - Wausau, WI MSA","Wausau, WI MSA",134063,57734,1576.31,31.33,1544.98,86.8,37.4
310M100US48300,48300,"United States - In metropolitan statistical area - Wenatchee-East Wenatchee, WA MSA","Wenatchee-East Wenatchee, WA MSA",110884,51469,4842.54,102.75,4739.79,23.4,10.9
310M100US48540,48540,"United States - In metropolitan statistical area - Wheeling, WV-OH MSA","Wheeling, WV-OH MSA",147950,69542,962.45,19.07,943.38,156.8,73.7
310M100US48620,48620,"United States - In metropolitan statistical area - Wichita, KS MSA","Wichita, KS MSA",623061,263043,4181.33,32.26,4149.07,150.2,63.4
310M100US48660,48660,"United States - In metropolitan statistical area - Wichita Falls, TX MSA","Wichita Falls, TX MSA",151306,64823,2675.29,55.68,2619.61,57.8,24.7
310M100US48700,48700,"United States - In metropolitan statistical area - Williamsport, PA MSA","Williamsport, PA MSA",116111,52500,1243.84,15.24,1228.59,94.5,42.7
310M100US48900,48900,"United States - In metropolitan statistical area - Wilmington, NC MSA","Wilmington, NC MSA",362315,205642,2310.81,402.51,1908.3,189.9,107.8
310M100US49020,49020,"United States - In metropolitan statistical area - Winchester, VA-WV MSA","Winchester, VA-WV MSA",128472,56906,1069.39,6.41,1062.98,120.9,53.5
310M100US49180,49180,"United States - In metropolitan statistical area - Winston-Salem, NC MSA","Winston-Salem, NC MSA",477717,214375,1472.92,16.98,1455.94,328.1,147.2
310M100US49340,49340,"United States - In metropolitan statistical area - Worcester, MA MSA","Worcester, MA MSA",798552,326788,1579.19,68.42,1510.77,528.6,216.3
310M100US49420,49420,"United States - In metropolitan statistical area - Yakima, WA MSA","Yakima, WA MSA",243231,85474,4311.28,15.88,4295.4,56.6,19.9
310M100US49620,49620,"United States - In metropolitan statistical area - York-Hanover, PA MSA","York-Hanover, PA MSA",434972,178671,910.72,6.54,904.18,481.1,197.6
310M100US49660,49660,"United States - In metropolitan statistical area - Youngstown-Warren-Boardman, OH-PA MSA","Youngstown-Warren-Boardman, OH-PA MSA",565773,259729,1744.46,41.96,1702.49,332.3,152.6
310M100US49700,49700,"United States - In metropolitan statistical area - Yuba City, CA MSA","Yuba City, CA MSA",166892,61493,1252.3,18.05,1234.25,135.2,49.8
310M100US49740,49740,"United States - In metropolitan statistical area - Yuma, AZ MSA","Yuma, AZ MSA",195751,87850,5519.11,5.12,5513.99,35.5,15.9
310M100US10380,10380,"Puerto Rico - In metropolitan statistical area - Aguadilla-Isabela-San Sebastián, PR MSA","Aguadilla-Isabela-San Sebastián, PR MSA",306292,138855,495.53,137.05,358.47,854.4,387.4
310M100US21940,21940,"Puerto Rico - In metropolitan statistical area - Fajardo, PR MSA","Fajardo, PR MSA",70692,38114,310.69,225.98,84.71,834.5,449.9
310M100US25020,25020,"Puerto Rico - In metropolitan statistical area - Guayama, PR MSA","Guayama, PR MSA",84214,37946,217.77,91.07,126.7,664.7,299.5
310M100US32420,32420,"Puerto Rico - In metropolitan statistical area - Mayagüez, PR MSA","Mayagüez, PR MSA",106330,50608,285.43,196.44,88.99,1194.9,568.7
310M100US38660,38660,"Puerto Rico - In metropolitan statistical area - Ponce, PR MSA","Ponce, PR MSA",243147,99359,337.76,127.09,210.68,1154.1,471.6
310M100US41900,41900,"Puerto Rico - In metropolitan statistical area - San Germán-Cabo Rojo, PR MSA","San Germán-Cabo Rojo, PR MSA",137462,69481,368.9,148.24,220.66,623,314.9
310M100US41980,41980,"Puerto Rico - In metropolitan statistical area - San Juan-Caguas-Guaynabo, PR MSA","San Juan-Caguas-Guaynabo, PR MSA",2478905,1073552,2016.62,426.71,1589.91,1559.1,675.2
310M100US49500,49500,"Puerto Rico - In metropolitan statistical area - Yauco, PR MSA","Yauco, PR MSA",107333,45631,280.39,88.26,192.13,558.6,237.5
