Target Geo Id 2010,Target Geo Id2 2010,Geographical Area,MSA,Population 2010,Housing units 2010,Area in square miles - Total area 2010,Area in square miles - Water area 2010,Area in square miles - Land area 2010,Density per square mile of land area - Population 2010,Density per square mile of land area - Housing units 2010
310M100US26620,26620,"United States - In metropolitan statistical area - Huntsville, AL MSA","Huntsville, AL MSA",417593,181424,1419.89,58.36,1361.53,306.7,133.3
310M100US26820,26820,"United States - In metropolitan statistical area - Idaho Falls, ID MSA","Idaho Falls, ID MSA",130374,48453,3006.21,46.63,2959.58,44.1,16.4
310M100US26900,26900,"United States - In metropolitan statistical area - Indianapolis-Carmel, IN MSA","Indianapolis-Carmel, IN MSA",1756241,757441,3887.8,33.34,3854.46,455.6,196.5
310M100US26980,26980,"United States - In metropolitan statistical area - Iowa City, IA MSA","Iowa City, IA MSA",152586,65483,1194.07,11.19,1182.87,129,55.4
310M100US27060,27060,"United States - In metropolitan statistical area - Ithaca, NY MSA","Ithaca, NY MSA",101564,41674,491.56,16.91,474.65,214,87.8
310M100US27100,27100,"United States - In metropolitan statistical area - Jackson, MI MSA","Jackson, MI MSA",160248,69458,723.5,21.83,701.67,228.4,99
310M100US27140,27140,"United States - In metropolitan statistical area - Jackson, MS MSA","Jackson, MS MSA",539057,222584,3795.09,68.95,3726.14,144.7,59.7
310M100US27180,27180,"United States - In metropolitan statistical area - Jackson, TN MSA","Jackson, TN MSA",115425,48857,844.58,1.73,842.85,136.9,58
310M100US27260,27260,"United States - In metropolitan statistical area - Jacksonville, FL MSA","Jacksonville, FL MSA",1345596,598490,3698.42,497.34,3201.08,420.4,187
310M100US27340,27340,"United States - In metropolitan statistical area - Jacksonville, NC MSA","Jacksonville, NC MSA",177772,68226,905.91,143.17,762.74,233.1,89.4
310M100US27500,27500,"United States - In metropolitan statistical area - Janesville, WI MSA","Janesville, WI MSA",160331,68422,726.11,7.96,718.14,223.3,95.3
310M100US27620,27620,"United States - In metropolitan statistical area - Jefferson City, MO MSA","Jefferson City, MO MSA",149807,63555,2278.6,30.91,2247.7,66.6,28.3
310M100US27740,27740,"United States - In metropolitan statistical area - Johnson City, TN MSA","Johnson City, TN MSA",198716,93830,863.93,10.09,853.83,232.7,109.9
310M100US27780,27780,"United States - In metropolitan statistical area - Johnstown, PA MSA","Johnstown, PA MSA",143679,65650,693.63,5.28,688.35,208.7,95.4
310M100US27860,27860,"United States - In metropolitan statistical area - Jonesboro, AR MSA","Jonesboro, AR MSA",121026,51438,1476.28,10.69,1465.6,82.6,35.1
310M100US27900,27900,"United States - In metropolitan statistical area - Joplin, MO MSA","Joplin, MO MSA",175518,74981,1267.87,4.61,1263.25,138.9,59.4
310M100US28020,28020,"United States - In metropolitan statistical area - Kalamazoo-Portage, MI MSA","Kalamazoo-Portage, MI MSA",326589,146792,1670.19,501.06,1169.13,279.3,125.6
310M100US28100,28100,"United States - In metropolitan statistical area - Kankakee-Bradley, IL MSA","Kankakee-Bradley, IL MSA",113449,45246,681.36,4.81,676.56,167.7,66.9
310M100US28140,28140,"United States - In metropolitan statistical area - Kansas City, MO-KS MSA","Kansas City, MO-KS MSA",2035334,883099,7950.44,123.09,7827.34,260,112.8
310M100US28420,28420,"United States - In metropolitan statistical area - Kennewick-Pasco-Richland, WA MSA","Kennewick-Pasco-Richland, WA MSA",253340,93041,3025.41,82.86,2942.55,86.1,31.6
310M100US28660,28660,"United States - In metropolitan statistical area - Killeen-Temple-Fort Hood, TX MSA","Killeen-Temple-Fort Hood, TX MSA",405300,159366,2858.53,42.6,2815.92,143.9,56.6
310M100US28700,28700,"United States - In metropolitan statistical area - Kingsport-Bristol-Bristol, TN-VA MSA","Kingsport-Bristol-Bristol, TN-VA MSA",309544,146978,2047.09,37.23,2009.86,154,73.1
310M100US28740,28740,"United States - In metropolitan statistical area - Kingston, NY MSA","Kingston, NY MSA",182493,83638,1160.76,36.53,1124.24,162.3,74.4
310M100US28940,28940,"United States - In metropolitan statistical area - Knoxville, TN MSA","Knoxville, TN MSA",698030,315615,1931.72,74.87,1856.85,375.9,170
310M100US29020,29020,"United States - In metropolitan statistical area - Kokomo, IN MSA","Kokomo, IN MSA",98688,45677,554.49,0.89,553.6,178.3,82.5
310M100US29100,29100,"United States - In metropolitan statistical area - La Crosse, WI-MN MSA","La Crosse, WI-MN MSA",133665,57003,1048.76,45.02,1003.74,133.2,56.8
310M100US29140,29140,"United States - In metropolitan statistical area - Lafayette, IN MSA","Lafayette, IN MSA",201789,84505,1284.77,6.32,1278.45,157.8,66.1
310M100US29180,29180,"United States - In metropolitan statistical area - Lafayette, LA MSA","Lafayette, LA MSA",273738,115597,1085.7,79.33,1006.37,272,114.9
310M100US29340,29340,"United States - In metropolitan statistical area - Lake Charles, LA MSA","Lake Charles, LA MSA",199607,85651,3030.94,682.4,2348.55,85,36.5
310M100US29420,29420,"United States - In metropolitan statistical area - Lake Havasu City-Kingman, AZ MSA","Lake Havasu City-Kingman, AZ MSA",200186,110911,13460.65,149.56,13311.08,15,8.3
310M100US29460,29460,"United States - In metropolitan statistical area - Lakeland-Winter Haven, FL MSA","Lakeland-Winter Haven, FL MSA",602095,281214,2010.55,212.71,1797.84,334.9,156.4
310M100US29540,29540,"United States - In metropolitan statistical area - Lancaster, PA MSA","Lancaster, PA MSA",519445,202952,983.8,39.99,943.81,550.4,215
310M100US29620,29620,"United States - In metropolitan statistical area - Lansing-East Lansing, MI MSA","Lansing-East Lansing, MI MSA",464036,199026,1714.7,17,1697.7,273.3,117.2
310M100US29700,29700,"United States - In metropolitan statistical area - Laredo, TX MSA","Laredo, TX MSA",250304,73496,3375.59,14.11,3361.48,74.5,21.9
310M100US29740,29740,"United States - In metropolitan statistical area - Las Cruces, NM MSA","Las Cruces, NM MSA",209233,81492,3814.38,6.87,3807.51,55,21.4
310M100US29820,29820,"United States - In metropolitan statistical area - Las Vegas-Paradise, NV MSA","Las Vegas-Paradise, NV MSA",1951269,840343,8060.81,169.38,7891.43,247.3,106.5
310M100US29940,29940,"United States - In metropolitan statistical area - Lawrence, KS MSA","Lawrence, KS MSA",110826,46731,474.64,18.77,455.87,243.1,102.5
310M100US30020,30020,"United States - In metropolitan statistical area - Lawton, OK MSA","Lawton, OK MSA",124098,50739,1083.7,14.42,1069.29,116.1,47.5
310M100US30140,30140,"United States - In metropolitan statistical area - Lebanon, PA MSA","Lebanon, PA MSA",133568,55592,362.5,0.67,361.83,369.1,153.6
310M100US30300,30300,"United States - In metropolitan statistical area - Lewiston, ID-WA MSA","Lewiston, ID-WA MSA",60888,27310,1496.93,12.62,1484.3,41,18.4
310M100US30340,30340,"United States - In metropolitan statistical area - Lewiston-Auburn, ME MSA","Lewiston-Auburn, ME MSA",107702,49090,497.12,29.19,467.93,230.2,104.9
310M100US30460,30460,"United States - In metropolitan statistical area - Lexington-Fayette, KY MSA","Lexington-Fayette, KY MSA",472099,209138,1484.27,15.77,1468.5,321.5,142.4
310M100US30620,30620,"United States - In metropolitan statistical area - Lima, OH MSA","Lima, OH MSA",106331,44999,406.85,4.35,402.5,264.2,111.8
310M100US30700,30700,"United States - In metropolitan statistical area - Lincoln, NE MSA","Lincoln, NE MSA",302157,127750,1422.27,13.29,1408.98,214.5,90.7
310M100US30780,30780,"United States - In metropolitan statistical area - Little Rock-North Little Rock-Conway, AR MSA","Little Rock-North Little Rock-Conway, AR MSA",699757,306882,4198.53,113.34,4085.19,171.3,75.1
310M100US30860,30860,"United States - In metropolitan statistical area - Logan, UT-ID MSA","Logan, UT-ID MSA",125442,41552,1841.37,12.91,1828.46,68.6,22.7
310M100US30980,30980,"United States - In metropolitan statistical area - Longview, TX MSA","Longview, TX MSA",214369,87318,1806.77,26.49,1780.28,120.4,49
310M100US31020,31020,"United States - In metropolitan statistical area - Longview, WA MSA","Longview, WA MSA",102410,43450,1166.21,26.09,1140.13,89.8,38.1
310M100US31100,31100,"United States - In metropolitan statistical area - Los Angeles-Long Beach-Santa Ana, CA MSA","Los Angeles-Long Beach-Santa Ana, CA MSA",12828837,4493983,5699.01,850.56,4848.45,2646,926.9
310M100US31140,31140,"United States - In metropolitan statistical area - Louisville/Jefferson County, KY-IN MSA","Louisville/Jefferson County, KY-IN MSA",1283566,559837,4196.16,85.3,4110.86,312.2,136.2
310M100US31180,31180,"United States - In metropolitan statistical area - Lubbock, TX MSA","Lubbock, TX MSA",284890,117966,1802.39,6.6,1795.8,158.6,65.7
310M100US31340,31340,"United States - In metropolitan statistical area - Lynchburg, VA MSA","Lynchburg, VA MSA",252634,112515,2146.71,26.39,2120.32,119.1,53.1
310M100US31420,31420,"United States - In metropolitan statistical area - Macon, GA MSA","Macon, GA MSA",232293,101587,1737.68,15.04,1722.64,134.8,59
310M100US31460,31460,"United States - In metropolitan statistical area - Madera-Chowchilla, CA MSA","Madera-Chowchilla, CA MSA",150865,49140,2153.27,16.2,2137.07,70.6,23
310M100US31540,31540,"United States - In metropolitan statistical area - Madison, WI MSA","Madison, WI MSA",568593,252878,2802.15,76.8,2725.35,208.6,92.8
310M100US31700,31700,"United States - In metropolitan statistical area - Manchester-Nashua, NH MSA","Manchester-Nashua, NH MSA",400721,166053,892.21,16.08,876.14,457.4,189.5
310M100US31740,31740,"United States - In metropolitan statistical area - Manhattan, KS MSA","Manhattan, KS MSA",127081,51355,1888.35,52.94,1835.41,69.2,28
310M100US31860,31860,"United States - In metropolitan statistical area - Mankato-North Mankato, MN MSA","Mankato-North Mankato, MN MSA",96740,39075,1232.33,36,1196.34,80.9,32.7
310M100US31900,31900,"United States - In metropolitan statistical area - Mansfield, OH MSA","Mansfield, OH MSA",124475,54599,500.08,4.81,495.27,251.3,110.2
310M100US32580,32580,"United States - In metropolitan statistical area - McAllen-Edinburg-Mission, TX MSA","McAllen-Edinburg-Mission, TX MSA",774769,248287,1582.91,12.04,1570.87,493.2,158.1
310M100US32780,32780,"United States - In metropolitan statistical area - Medford, OR MSA","Medford, OR MSA",203206,90937,2801.65,18.1,2783.55,73,32.7
310M100US32820,32820,"United States - In metropolitan statistical area - Memphis, TN-MS-AR MSA","Memphis, TN-MS-AR MSA",1316100,550896,4699.42,121.57,4577.85,287.5,120.3
310M100US32900,32900,"United States - In metropolitan statistical area - Merced, CA MSA","Merced, CA MSA",255793,83698,1978.51,43.54,1934.97,132.2,43.3
310M100US33100,33100,"United States - In metropolitan statistical area - Miami-Fort Lauderdale-Pompano Beach, FL MSA","Miami-Fort Lauderdale-Pompano Beach, FL MSA",5564635,2464417,6137.05,1059.79,5077.26,1096,485.4
310M100US33140,33140,"United States - In metropolitan statistical area - Michigan City-La Porte, IN MSA","Michigan City-La Porte, IN MSA",111467,48448,613.26,14.96,598.3,186.3,81
310M100US33260,33260,"United States - In metropolitan statistical area - Midland, TX MSA","Midland, TX MSA",136872,54351,902.05,1.75,900.3,152,60.4
310M100US33340,33340,"United States - In metropolitan statistical area - Milwaukee-Waukesha-West Allis, WI MSA","Milwaukee-Waukesha-West Allis, WI MSA",1555908,669879,3322.06,1867.3,1454.76,1069.5,460.5
310M100US33460,33460,"United States - In metropolitan statistical area - Minneapolis-St. Paul-Bloomington, MN-WI MSA","Minneapolis-St. Paul-Bloomington, MN-WI MSA",3279833,1354973,6363.78,336.61,6027.17,544.2,224.8
310M100US33540,33540,"United States - In metropolitan statistical area - Missoula, MT MSA","Missoula, MT MSA",109299,50106,2618.32,24.9,2593.42,42.1,19.3
310M100US33660,33660,"United States - In metropolitan statistical area - Mobile, AL MSA","Mobile, AL MSA",412992,178196,1644.01,414.58,1229.44,335.9,144.9
310M100US33700,33700,"United States - In metropolitan statistical area - Modesto, CA MSA","Modesto, CA MSA",514453,179503,1514.69,19.86,1494.83,344.2,120.1
310M100US33740,33740,"United States - In metropolitan statistical area - Monroe, LA MSA","Monroe, LA MSA",176441,75827,1537.15,49.76,1487.39,118.6,51
310M100US33780,33780,"United States - In metropolitan statistical area - Monroe, MI MSA","Monroe, MI MSA",152021,62971,680.02,130.62,549.39,276.7,114.6
310M100US33860,33860,"United States - In metropolitan statistical area - Montgomery, AL MSA","Montgomery, AL MSA",374536,161573,2786.41,73.33,2713.08,138,59.6
310M100US34060,34060,"United States - In metropolitan statistical area - Morgantown, WV MSA","Morgantown, WV MSA",129709,58335,1017.27,8.4,1008.87,128.6,57.8
310M100US34100,34100,"United States - In metropolitan statistical area - Morristown, TN MSA","Morristown, TN MSA",136608,61356,792.57,76.71,715.86,190.8,85.7
310M100US34580,34580,"United States - In metropolitan statistical area - Mount Vernon-Anacortes, WA MSA","Mount Vernon-Anacortes, WA MSA",116901,51473,1920.13,188.93,1731.2,67.5,29.7
310M100US34620,34620,"United States - In metropolitan statistical area - Muncie, IN MSA","Muncie, IN MSA",117671,52357,395.91,3.79,392.12,300.1,133.5
310M100US34740,34740,"United States - In metropolitan statistical area - Muskegon-Norton Shores, MI MSA","Muskegon-Norton Shores, MI MSA",172188,73561,1460.02,960.78,499.25,344.9,147.3
310M100US34820,34820,"United States - In metropolitan statistical area - Myrtle Beach-North Myrtle Beach-Conway, SC MSA","Myrtle Beach-North Myrtle Beach-Conway, SC MSA",269291,185992,1255,121.11,1133.9,237.5,164
310M100US34900,34900,"United States - In metropolitan statistical area - Napa, CA MSA","Napa, CA MSA",136484,54759,788.58,40.22,748.36,182.4,73.2
310M100US34940,34940,"United States - In metropolitan statistical area - Naples-Marco Island, FL MSA","Naples-Marco Island, FL MSA",321520,197298,2305.02,306.69,1998.32,160.9,98.7
310M100US34980,34980,"United States - In metropolitan statistical area - Nashville-Davidson--Murfreesboro--Franklin, TN MSA","Nashville-Davidson--Murfreesboro--Franklin, TN MSA",1589934,667655,5762.59,73.94,5688.65,279.5,117.4
310M100US35300,35300,"United States - In metropolitan statistical area - New Haven-Milford, CT MSA","New Haven-Milford, CT MSA",862477,362004,862.06,257.55,604.51,1426.7,598.8
310M100US35380,35380,"United States - In metropolitan statistical area - New Orleans-Metairie-Kenner, LA MSA","New Orleans-Metairie-Kenner, LA MSA",1167764,538239,7623.36,4663.17,2960.19,394.5,181.8
310M100US35620,35620,"United States - In metropolitan statistical area - New York-Northern New Jersey-Long Island, NY-NJ-PA MSA","New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",18897109,7527752,9211.62,2524.72,6686.9,2826,1125.7
310M100US35660,35660,"United States - In metropolitan statistical area - Niles-Benton Harbor, MI MSA","Niles-Benton Harbor, MI MSA",156813,76922,1581.47,1013.72,567.75,276.2,135.5
310M100US35840,35840,"United States - In metropolitan statistical area - North Port-Bradenton-Sarasota, FL MSA","North Port-Bradenton-Sarasota, FL MSA",702281,401103,1618.02,319.22,1298.8,540.7,308.8
310M100US35980,35980,"United States - In metropolitan statistical area - Norwich-New London, CT MSA","Norwich-New London, CT MSA",274055,120994,771.7,106.82,664.88,412.2,182
310M100US36100,36100,"United States - In metropolitan statistical area - Ocala, FL MSA","Ocala, FL MSA",331298,164050,1662.61,78.06,1584.55,209.1,103.5
310M100US36140,36140,"United States - In metropolitan statistical area - Ocean City, NJ MSA","Ocean City, NJ MSA",97265,98309,620.42,368.99,251.42,386.9,391
310M100US36220,36220,"United States - In metropolitan statistical area - Odessa, TX MSA","Odessa, TX MSA",137130,53027,901.78,4.09,897.69,152.8,59.1
310M100US36260,36260,"United States - In metropolitan statistical area - Ogden-Clearfield, UT MSA","Ogden-Clearfield, UT MSA",547184,186763,1904.25,420.2,1484.06,368.7,125.8
310M100US36420,36420,"United States - In metropolitan statistical area - Oklahoma City, OK MSA","Oklahoma City, OK MSA",1252987,539077,5581.72,70.16,5511.56,227.3,97.8
310M100US36500,36500,"United States - In metropolitan statistical area - Olympia, WA MSA","Olympia, WA MSA",252264,108182,773.5,51.54,721.96,349.4,149.8
310M100US36540,36540,"United States - In metropolitan statistical area - Omaha-Council Bluffs, NE-IA MSA","Omaha-Council Bluffs, NE-IA MSA",865350,362327,4407.2,57.55,4349.65,198.9,83.3
310M100US36740,36740,"United States - In metropolitan statistical area - Orlando-Kissimmee-Sanford, FL MSA","Orlando-Kissimmee-Sanford, FL MSA",2134411,942312,4011.42,532.94,3478.48,613.6,270.9
310M100US36780,36780,"United States - In metropolitan statistical area - Oshkosh-Neenah, WI MSA","Oshkosh-Neenah, WI MSA",166994,73329,578.57,144.08,434.49,384.3,168.8
310M100US36980,36980,"United States - In metropolitan statistical area - Owensboro, KY MSA","Owensboro, KY MSA",114752,49450,931.69,33.22,898.47,127.7,55
310M100US37100,37100,"United States - In metropolitan statistical area - Oxnard-Thousand Oaks-Ventura, CA MSA","Oxnard-Thousand Oaks-Ventura, CA MSA",823318,281695,2208.38,365.25,1843.13,446.7,152.8
310M100US37340,37340,"United States - In metropolitan statistical area - Palm Bay-Melbourne-Titusville, FL MSA","Palm Bay-Melbourne-Titusville, FL MSA",543376,269864,1557,541.33,1015.66,535,265.7
310M100US37380,37380,"United States - In metropolitan statistical area - Palm Coast, FL MSA","Palm Coast, FL MSA",95696,48595,570.82,85.36,485.46,197.1,100.1
310M100US37460,37460,"United States - In metropolitan statistical area - Panama City-Lynn Haven-Panama City Beach, FL MSA","Panama City-Lynn Haven-Panama City Beach, FL MSA",168852,99650,1033.15,274.69,758.46,222.6,131.4
310M100US37620,37620,"United States - In metropolitan statistical area - Parkersburg-Marietta-Vienna, WV-OH MSA","Parkersburg-Marietta-Vienna, WV-OH MSA",162056,75203,1386.08,25.23,1360.84,119.1,55.3
310M100US37700,37700,"United States - In metropolitan statistical area - Pascagoula, MS MSA","Pascagoula, MS MSA",162246,69397,1527.05,325.59,1201.46,135,57.8
310M100US37860,37860,"United States - In metropolitan statistical area - Pensacola-Ferry Pass-Brent, FL MSA","Pensacola-Ferry Pass-Brent, FL MSA",448991,201463,2048.48,380.42,1668.07,269.2,120.8
310M100US37900,37900,"United States - In metropolitan statistical area - Peoria, IL MSA","Peoria, IL MSA",379186,164283,2518.04,47.19,2470.85,153.5,66.5
310M100US37980,37980,"United States - In metropolitan statistical area - Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",5965343,2433611,4870.09,267.99,4602.1,1296.2,528.8
310M100US38060,38060,"United States - In metropolitan statistical area - Phoenix-Mesa-Glendale, AZ MSA","Phoenix-Mesa-Glendale, AZ MSA",4192887,1798501,14598.62,32.87,14565.75,287.9,123.5
310M100US38220,38220,"United States - In metropolitan statistical area - Pine Bluff, AR MSA","Pine Bluff, AR MSA",100258,41930,2084.71,54.66,2030.05,49.4,20.7
310M100US38300,38300,"United States - In metropolitan statistical area - Pittsburgh, PA MSA","Pittsburgh, PA MSA",2356285,1102048,5342.45,60.97,5281.48,446.1,208.7
310M100US38340,38340,"United States - In metropolitan statistical area - Pittsfield, MA MSA","Pittsfield, MA MSA",131219,68508,946.43,19.6,926.82,141.6,73.9
310M100US38540,38540,"United States - In metropolitan statistical area - Pocatello, ID MSA","Pocatello, ID MSA",90656,36135,2590.1,73.87,2516.23,36,14.4
310M100US38860,38860,"United States - In metropolitan statistical area - Portland-South Portland-Biddeford, ME MSA","Portland-South Portland-Biddeford, ME MSA",514098,262718,2857.22,777.57,2079.65,247.2,126.3
310M100US38900,38900,"United States - In metropolitan statistical area - Portland-Vancouver-Hillsboro, OR-WA MSA","Portland-Vancouver-Hillsboro, OR-WA MSA",2226009,925076,6821.35,137.6,6683.75,333,138.4
310M100US38940,38940,"United States - In metropolitan statistical area - Port St. Lucie, FL MSA","Port St. Lucie, FL MSA",424107,215160,1440.94,325.55,1115.39,380.2,192.9
310M100US39100,39100,"United States - In metropolitan statistical area - Poughkeepsie-Newburgh-Middletown, NY MSA","Poughkeepsie-Newburgh-Middletown, NY MSA",670301,255663,1663.99,56.68,1607.32,417,159.1
310M100US39140,39140,"United States - In metropolitan statistical area - Prescott, AZ MSA","Prescott, AZ MSA",211033,110432,8127.94,4.44,8123.5,26,13.6
310M100US39300,39300,"United States - In metropolitan statistical area - Providence-New Bedford-Fall River, RI-MA MSA","Providence-New Bedford-Fall River, RI-MA MSA",1600852,693923,2236.11,649.2,1586.91,1008.8,437.3
310M100US39340,39340,"United States - In metropolitan statistical area - Provo-Orem, UT MSA","Provo-Orem, UT MSA",526810,151852,5550.51,154.78,5395.73,97.6,28.1
310M100US39380,39380,"United States - In metropolitan statistical area - Pueblo, CO MSA","Pueblo, CO MSA",159063,69526,2397.8,11.69,2386.1,66.7,29.1
310M100US39460,39460,"United States - In metropolitan statistical area - Punta Gorda, FL MSA","Punta Gorda, FL MSA",159978,100632,858.3,178.02,680.28,235.2,147.9
310M100US39540,39540,"United States - In metropolitan statistical area - Racine, WI MSA","Racine, WI MSA",195408,82164,792.12,459.62,332.5,587.7,247.1
310M100US39580,39580,"United States - In metropolitan statistical area - Raleigh-Cary, NC MSA","Raleigh-Cary, NC MSA",1130490,466095,2147.32,29.12,2118.2,533.7,220
310M100US39660,39660,"United States - In metropolitan statistical area - Rapid City, SD MSA","Rapid City, SD MSA",126382,55949,6267.11,19.57,6247.54,20.2,9
310M100US39740,39740,"United States - In metropolitan statistical area - Reading, PA MSA","Reading, PA MSA",411442,164827,865.76,9.25,856.51,480.4,192.4
310M100US39820,39820,"United States - In metropolitan statistical area - Redding, CA MSA","Redding, CA MSA",177223,77313,3847.42,72.02,3775.4,46.9,20.5
310M100US39900,39900,"United States - In metropolitan statistical area - Reno-Sparks, NV MSA","Reno-Sparks, NV MSA",425417,186831,6805.86,240.57,6565.29,64.8,28.5
310M100US40060,40060,"United States - In metropolitan statistical area - Richmond, VA MSA","Richmond, VA MSA",1258251,531648,5839.68,154.72,5684.96,221.3,93.5
310M100US40140,40140,"United States - In metropolitan statistical area - Riverside-San Bernardino-Ontario, CA MSA","Riverside-San Bernardino-Ontario, CA MSA",4224851,1500344,27408.25,144.83,27263.42,155,55
310M100US40220,40220,"United States - In metropolitan statistical area - Roanoke, VA MSA","Roanoke, VA MSA",308707,144987,1896.76,28.08,1868.68,165.2,77.6
310M100US40340,40340,"United States - In metropolitan statistical area - Rochester, MN MSA","Rochester, MN MSA",186011,78439,1644,28.39,1615.61,115.1,48.6
310M100US40380,40380,"United States - In metropolitan statistical area - Rochester, NY MSA","Rochester, NY MSA",1054323,455397,4869.99,1941.87,2928.12,360.1,155.5
310M100US40420,40420,"United States - In metropolitan statistical area - Rockford, IL MSA","Rockford, IL MSA",349431,145935,801.28,7.19,794.08,440,183.8
310M100US40580,40580,"United States - In metropolitan statistical area - Rocky Mount, NC MSA","Rocky Mount, NC MSA",152392,67124,1049.42,3.68,1045.74,145.7,64.2
310M100US40660,40660,"United States - In metropolitan statistical area - Rome, GA MSA","Rome, GA MSA",96317,40551,518.47,8.55,509.91,188.9,79.5
310M100US40900,40900,"United States - In metropolitan statistical area - Sacramento--Arden-Arcade--Roseville, CA MSA","Sacramento--Arden-Arcade--Roseville, CA MSA",2149127,871793,5306.39,212.16,5094.22,421.9,171.1
310M100US40980,40980,"United States - In metropolitan statistical area - Saginaw-Saginaw Township North, MI MSA","Saginaw-Saginaw Township North, MI MSA",200169,86844,815.97,15.85,800.11,250.2,108.5
310M100US41060,41060,"United States - In metropolitan statistical area - St. Cloud, MN MSA","St. Cloud, MN MSA",189093,78114,1803.01,51.58,1751.43,108,44.6
310M100US41100,41100,"United States - In metropolitan statistical area - St. George, UT MSA","St. George, UT MSA",138115,57734,2429.95,3.59,2426.36,56.9,23.8
310M100US41140,41140,"United States - In metropolitan statistical area - St. Joseph, MO-KS MSA","St. Joseph, MO-KS MSA",127329,53638,1675.18,19.69,1655.49,76.9,32.4
310M100US41180,41180,"United States - In metropolitan statistical area - St. Louis, MO-IL MSA","St. Louis, MO-IL MSA",2812896,1236222,8844.37,221.13,8623.24,326.2,143.4
310M100US41420,41420,"United States - In metropolitan statistical area - Salem, OR MSA","Salem, OR MSA",390738,151250,1936.42,13.31,1923.11,203.2,78.6
310M100US41500,41500,"United States - In metropolitan statistical area - Salinas, CA MSA","Salinas, CA MSA",415057,139048,3771.22,490.63,3280.6,126.5,42.4
310M100US41540,41540,"United States - In metropolitan statistical area - Salisbury, MD MSA","Salisbury, MD MSA",125203,52322,1010.59,316.42,694.17,180.4,75.4
310M100US41620,41620,"United States - In metropolitan statistical area - Salt Lake City, UT MSA","Salt Lake City, UT MSA",1124197,410031,9975.42,420.07,9555.35,117.7,42.9
310M100US41660,41660,"United States - In metropolitan statistical area - San Angelo, TX MSA","San Angelo, TX MSA",111823,47427,2592.18,18.64,2573.53,43.5,18.4
310M100US41700,41700,"United States - In metropolitan statistical area - San Antonio-New Braunfels, TX MSA","San Antonio-New Braunfels, TX MSA",2142508,837999,7370.86,58.22,7312.64,293,114.6
310M100US41740,41740,"United States - In metropolitan statistical area - San Diego-Carlsbad-San Marcos, CA MSA","San Diego-Carlsbad-San Marcos, CA MSA",3095313,1164786,4525.68,319.05,4206.63,735.8,276.9
310M100US41780,41780,"United States - In metropolitan statistical area - Sandusky, OH MSA","Sandusky, OH MSA",77079,37845,625.99,374.43,251.56,306.4,150.4
310M100US41860,41860,"United States - In metropolitan statistical area - San Francisco-Oakland-Fremont, CA MSA","San Francisco-Oakland-Fremont, CA MSA",4335391,1741999,3426.14,955.6,2470.54,1754.8,705.1
310M100US41940,41940,"United States - In metropolitan statistical area - San Jose-Sunnyvale-Santa Clara, CA MSA","San Jose-Sunnyvale-Santa Clara, CA MSA",1836911,649790,2694.54,15.73,2678.81,685.7,242.6
310M100US42020,42020,"United States - In metropolitan statistical area - San Luis Obispo-Paso Robles, CA MSA","San Luis Obispo-Paso Robles, CA MSA",269637,117315,3615.55,316.98,3298.57,81.7,35.6
310M100US42060,42060,"United States - In metropolitan statistical area - Santa Barbara-Santa Maria-Goleta, CA MSA","Santa Barbara-Santa Maria-Goleta, CA MSA",423895,152834,3789.08,1053.99,2735.09,155,55.9
310M100US42100,42100,"United States - In metropolitan statistical area - Santa Cruz-Watsonville, CA MSA","Santa Cruz-Watsonville, CA MSA",262382,104476,607.17,162,445.17,589.4,234.7
310M100US42140,42140,"United States - In metropolitan statistical area - Santa Fe, NM MSA","Santa Fe, NM MSA",144170,71267,1910.87,1.46,1909.41,75.5,37.3
310M100US42220,42220,"United States - In metropolitan statistical area - Santa Rosa-Petaluma, CA MSA","Santa Rosa-Petaluma, CA MSA",483878,204572,1767.95,192.1,1575.85,307.1,129.8
310M100US42340,42340,"United States - In metropolitan statistical area - Savannah, GA MSA","Savannah, GA MSA",347611,151049,1569.65,229.55,1340.1,259.4,112.7
310M100US42540,42540,"United States - In metropolitan statistical area - Scranton--Wilkes-Barre, PA MSA","Scranton--Wilkes-Barre, PA MSA",563631,258834,1776.23,29.49,1746.73,322.7,148.2
310M100US42660,42660,"United States - In metropolitan statistical area - Seattle-Tacoma-Bellevue, WA MSA","Seattle-Tacoma-Bellevue, WA MSA",3439809,1463295,6309.61,437.26,5872.35,585.8,249.2
310M100US42680,42680,"United States - In metropolitan statistical area - Sebastian-Vero Beach, FL MSA","Sebastian-Vero Beach, FL MSA",138028,76346,617.01,114.13,502.87,274.5,151.8
310M100US43100,43100,"United States - In metropolitan statistical area - Sheboygan, WI MSA","Sheboygan, WI MSA",115507,50766,1271.22,759.96,511.27,225.9,99.3
310M100US43300,43300,"United States - In metropolitan statistical area - Sherman-Denison, TX MSA","Sherman-Denison, TX MSA",120877,53727,979.18,46.37,932.8,129.6,57.6
310M100US43340,43340,"United States - In metropolitan statistical area - Shreveport-Bossier City, LA MSA","Shreveport-Bossier City, LA MSA",398604,173669,2698.63,104.46,2594.18,153.7,66.9
310M100US43580,43580,"United States - In metropolitan statistical area - Sioux City, IA-NE-SD MSA","Sioux City, IA-NE-SD MSA",143577,58083,2095.22,21.36,2073.86,69.2,28
